,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,FACT_FO,TARGET
4376,23,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,6.0,от 5000 до 10000 руб.,7000.0,ЮФО,0
4377,40,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,11.0,от 20000 до 50000 руб.,20000.0,ЦФО,0
4378,58,1,Среднее специальное,Не состоял в браке,0,0,1,1,1,0,Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,11200.0,ПФО,0
4379,33,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,8000.0,ЦФО,1
4380,37,1,Среднее специальное,Не состоял в браке,2,2,1,0,1,0,Строительство,Специалист,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,12000.0,СФО,0
4381,23,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,Банк/Финансы,Рабочий,Адм-хоз. и трансп. службы,24.0,от 10000 до 20000 руб.,13000.0,ЮФО,0
4382,29,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,6.0,от 20000 до 50000 руб.,20000.0,ДФО,0
4383,40,1,Среднее,Состою в браке,0,1,1,0,1,0,Государственная служба,Рабочий,Участие в основ. деятельности,72.0,от 20000 до 50000 руб.,15000.0,ДФО,0
4384,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,7000.0,ЮФО,0
4385,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,Другие сферы,Специалист,Участие в основ. деятельности,72.0,от 10000 до 20000 руб.,11000.0,ЦФО,0
4386,40,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,120.0,от 10000 до 20000 руб.,10200.0,ЮФО,0
4387,31,1,Среднее,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,108.0,от 10000 до 20000 руб.,8000.0,ЮФО,0
4388,39,1,Среднее,Состою в браке,1,1,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,6000.0,ПФО,0
4389,59,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,72.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
4390,55,1,Среднее специальное,Не состоял в браке,1,0,1,0,1,0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,16.0,от 20000 до 50000 руб.,8000.0,СФО,0
4392,45,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,240.0,от 5000 до 10000 руб.,5000.0,ПФО,0
4393,45,0,Среднее специальное,Состою в браке,4,4 и более,1,0,0,1,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,8000.0,ПФО,0
4394,33,1,Среднее,Состою в браке,2,2,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,96.0,от 20000 до 50000 руб.,9500.0,СФО,0
4395,34,0,Среднее специальное,Разведен(а),1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,96.0,от 20000 до 50000 руб.,22000.0,ПФО,0
4396,47,1,Среднее,Не состоял в браке,2,0,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,20.0,от 20000 до 50000 руб.,20000.0,СФО,1
4397,31,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,Металлургия/Промышленность/Машиностроение,Служащий,Участие в основ. деятельности,90.0,от 20000 до 50000 руб.,20000.0,СФО,0
4398,33,1,Среднее,Состою в браке,1,1,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,156.0,от 20000 до 50000 руб.,10000.0,ЦФО,0
4399,46,1,Среднее специальное,Состою в браке,2,1,1,0,1,0,Коммунальное хоз-во/Дорожные службы,Руководитель среднего звена,Участие в основ. деятельности,38.0,свыше 50000 руб.,30000.0,ЦФО,0
4400,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
4401,31,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,20000.0,СЗФО,0
4402,42,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,Энергетика,Служащий,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,10000.0,СФО,0
4403,45,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,252.0,от 20000 до 50000 руб.,7000.0,СФО,0
4404,42,0,Среднее специальное,Не состоял в браке,1,1,1,0,0,1,Торговля,Специалист,Адм-хоз. и трансп. службы,60.0,от 20000 до 50000 руб.,20000.0,ПФО,0
4405,31,0,Среднее специальное,Состою в браке,2,2,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,48.0,от 20000 до 50000 руб.,40000.0,ПФО,0
4406,28,1,Высшее,Не состоял в браке,0,0,1,0,1,0,Другие сферы,Специалист,Участие в основ. деятельности,84.0,от 20000 до 50000 руб.,25000.0,УФО,1
4407,40,1,Среднее,Разведен(а),1,0,1,0,1,0,Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,84.0,от 20000 до 50000 руб.,11000.0,СЗФО,1
